2013-339,2nd Round Qualifying,7,2,Jesse Levine,l799,jesse-levine,Frank Dancevic,d499,frank-dancevic,75 36 62,2,1,16,13,0,0,2013-339-l799-d499
2013-339,2nd Round Qualifying,7,3,Denis Kudla,kb09,denis-kudla,Ricardas Berankis,be90,ricardas-berankis,76 36 64,2,1,16,16,1,0,2013-339-kb09-be90
2013-339,2nd Round Qualifying,7,4,John Millman,mh30,john-millman,Alex Bogomolov Jr.,b842,alex-bogomolov-jr,75 63,2,0,13,8,0,0,2013-339-mh30-b842
2013-339,2nd Round Qualifying,7,5,Steve Johnson,j386,steve-johnson,Hiroki Moriya,mi01,hiroki-moriya,62 46 75,2,1,17,13,0,0,2013-339-j386-mi01
2013-339,2nd Round Qualifying,7,6,Igor Kunitsyn,k403,igor-kunitsyn,James Duckworth,d994,james-duckworth,67(8) 62 63,2,1,18,12,0,1,2013-339-k403-d994
2013-339,2nd Round Qualifying,7,7,Ivo Minar,ma41,ivo-minar,Di Wu,w571,di-wu,64 64,2,0,12,8,0,0,2013-339-ma41-w571
2013-339,2nd Round Qualifying,7,8,Donald Young,y124,donald-young,Mischa Zverev,z168,mischa-zverev,75 62,2,0,13,7,0,0,2013-339-y124-z168
2013-339,1st Round Qualifying,8,1,Igor Kunitsyn,k403,igor-kunitsyn,Gilles Muller,ma30,gilles-muller,61 46 76(4),2,1,17,13,1,0,2013-339-k403-ma30
2013-339,1st Round Qualifying,8,2,Ryan Harrison,h940,ryan-harrison,Ivan Sergeyev,se69,ivan-sergeyev,63 62,2,0,12,5,0,0,2013-339-h940-se69
2013-339,1st Round Qualifying,8,3,Donald Young,y124,donald-young,Olivier Rochus,r397,olivier-rochus,63 64,2,0,12,7,0,0,2013-339-y124-r397
2013-339,1st Round Qualifying,8,4,Jesse Levine,l799,jesse-levine,Aleksandr Nedovyesov,n503,aleksandr-nedovyesov,64 63,2,0,12,7,0,0,2013-339-l799-n503
2013-339,1st Round Qualifying,8,5,Ricardas Berankis,be90,ricardas-berankis,Dominik Meffert,m836,dominik-meffert,75 76(3),2,0,14,11,1,0,2013-339-be90-m836
2013-339,1st Round Qualifying,8,6,Steve Johnson,j386,steve-johnson,Thiemo de Bakker,d776,thiemo-de-bakker,63 64,2,0,12,7,0,0,2013-339-j386-d776
2013-339,1st Round Qualifying,8,7,Di Wu,w571,di-wu,Tim Smyczek,sf62,tim-smyczek,64 63,2,0,12,7,0,0,2013-339-w571-sf62
2013-339,1st Round Qualifying,8,8,Alex Bogomolov Jr.,b842,alex-bogomolov-jr,Farrukh Dustov,d551,farrukh-dustov,62 20 (RET),2,0,8,2,0,0,2013-339-b842-d551
2013-339,1st Round Qualifying,8,9,Frank Dancevic,d499,frank-dancevic,Rhyne Williams,w522,rhyne-williams,64 60,2,0,12,4,0,0,2013-339-d499-w522
2013-339,1st Round Qualifying,8,10,James Duckworth,d994,james-duckworth,Nick Kyrgios,ke17,nick-kyrgios,61 76(4),2,0,13,7,1,0,2013-339-d994-ke17
2013-339,1st Round Qualifying,8,11,Bastian Knittel,k624,bastian-knittel,Matt Reid,r977,matt-reid,64 26 64,2,1,14,14,0,0,2013-339-k624-r977
2013-339,1st Round Qualifying,8,12,Denis Kudla,kb09,denis-kudla,John-Patrick Smith,sj55,john-patrick-smith,67(4) 64 75,2,1,19,16,0,1,2013-339-kb09-sj55
2013-339,1st Round Qualifying,8,13,John Millman,mh30,john-millman,Luke Saville,sm09,luke-saville,62 62,2,0,12,4,0,0,2013-339-mh30-sm09
2013-339,1st Round Qualifying,8,14,Ivo Minar,ma41,ivo-minar,Simon Greul,g511,simon-greul,16 61 62,2,1,13,9,0,0,2013-339-ma41-g511
2013-339,1st Round Qualifying,8,15,Hiroki Moriya,mi01,hiroki-moriya,Jack Sock,sm25,jack-sock,76(4) 36 64,2,1,16,16,1,0,2013-339-mi01-sm25
2013-339,1st Round Qualifying,8,16,Mischa Zverev,z168,mischa-zverev,Ryan Sweeting,sg87,ryan-sweeting,61 63,2,0,12,4,0,0,2013-339-z168-sg87
2013-891,Finals,1,1,Janko Tipsarevic,t742,janko-tipsarevic,Roberto Bautista Agut,bd06,roberto-bautista-agut,36 61 63,2,1,15,10,0,0,2013-891-t742-bd06
2013-891,Semi-Finals,2,1,Janko Tipsarevic,t742,janko-tipsarevic,Aljaz Bedene,bh09,aljaz-bedene,46 62 62,2,1,16,10,0,0,2013-891-t742-bh09
2013-891,Semi-Finals,2,2,Roberto Bautista Agut,bd06,roberto-bautista-agut,Benoit Paire,pd31,benoit-paire,36 61 64,2,1,15,11,0,0,2013-891-bd06-pd31
2013-891,Quarter-Finals,3,1,Roberto Bautista Agut,bd06,roberto-bautista-agut,Tomas Berdych,ba47,tomas-berdych,75 26 63,2,1,15,14,0,0,2013-891-bd06-ba47
2013-891,Quarter-Finals,3,2,Janko Tipsarevic,t742,janko-tipsarevic,Go Soeda,sc47,go-soeda,62 64,2,0,12,6,0,0,2013-891-t742-sc47
2013-891,Quarter-Finals,3,3,Benoit Paire,pd31,benoit-paire,Marin Cilic,c977,marin-cilic,64 16 75,2,1,14,15,0,0,2013-891-pd31-c977
2013-891,Quarter-Finals,3,4,Aljaz Bedene,bh09,aljaz-bedene,Stan Wawrinka,w367,stan-wawrinka,62 76(6),2,0,13,8,1,0,2013-891-bh09-w367
2013-891,Round of 16,4,1,Tomas Berdych,ba47,tomas-berdych,Somdev Devvarman,d616,somdev-devvarman,63 61,2,0,12,4,0,0,2013-891-ba47-d616
2013-891,Round of 16,4,2,Janko Tipsarevic,t742,janko-tipsarevic,Edouard Roger-Vasselin,r613,edouard-roger-vasselin,62 63,2,0,12,5,0,0,2013-891-t742-r613
2013-891,Round of 16,4,3,Marin Cilic,c977,marin-cilic,Sergiy Stakhovsky,sc77,sergiy-stakhovsky,46 62 63,2,1,16,11,0,0,2013-891-c977-sc77
2013-891,Round of 16,4,4,Stan Wawrinka,w367,stan-wawrinka,Cedrik-Marcel Stebe,sk94,cedrik-marcel-stebe,64 63,2,0,12,7,0,0,2013-891-w367-sk94
2013-891,Round of 16,4,5,Benoit Paire,pd31,benoit-paire,Dudi Sela,sc56,dudi-sela,61 60,2,0,12,1,0,0,2013-891-pd31-sc56
2013-891,Round of 16,4,6,Aljaz Bedene,bh09,aljaz-bedene,Robin Haase,h756,robin-haase,75 63,2,0,13,8,0,0,2013-891-bh09-h756
2013-891,Round of 16,4,7,Go Soeda,sc47,go-soeda,Prakash Amritraj,a487,prakash-amritraj,76(2) 36 64,2,1,16,16,1,0,2013-891-sc47-a487
2013-891,Round of 16,4,8,Roberto Bautista Agut,bd06,roberto-bautista-agut,Matthias Bachinger,bc65,matthias-bachinger,76(4) 63,2,0,13,9,1,0,2013-891-bd06-bc65
2013-891,Round of 32,5,1,Benoit Paire,pd31,benoit-paire,Flavio Cipolla,c723,flavio-cipolla,63 64,2,0,12,7,0,0,2013-891-pd31-c723
2013-891,Round of 32,5,2,Robin Haase,h756,robin-haase,Yuki Bhambri,bf55,yuki-bhambri,75 63,2,0,13,8,0,0,2013-891-h756-bf55
2013-891,Round of 32,5,3,Matthias Bachinger,bc65,matthias-bachinger,Yen-Hsun Lu,l575,yen-hsun-lu,64 36 64,2,1,15,14,0,0,2013-891-bc65-l575
2013-891,Round of 32,5,4,Go Soeda,sc47,go-soeda,Evgeny Donskoy,d864,evgeny-donskoy,61 62,2,0,12,3,0,0,2013-891-sc47-d864
2013-891,Round of 32,5,5,Prakash Amritraj,a487,prakash-amritraj,Guillaume Rufin,ra17,guillaume-rufin,67(4) 62 63,2,1,18,12,0,1,2013-891-a487-ra17
2013-891,Round of 32,5,6,Roberto Bautista Agut,bd06,roberto-bautista-agut,Blaz Kavcic,k834,blaz-kavcic,76(6) 62,2,0,13,8,1,0,2013-891-bd06-k834
2013-891,Round of 32,5,7,Aljaz Bedene,bh09,aljaz-bedene,Joao Sousa,sh90,joao-sousa,63 62,2,0,12,5,0,0,2013-891-bh09-sh90
2013-891,Round of 32,5,8,Somdev Devvarman,d616,somdev-devvarman,Jan Hajek,h571,jan-hajek,63 63,2,0,12,6,0,0,2013-891-d616-h571
2013-891,Round of 32,5,9,Edouard Roger-Vasselin,r613,edouard-roger-vasselin,Andrey Kuznetsov,kb54,andrey-kuznetsov,63 64,2,0,12,7,0,0,2013-891-r613-kb54
2013-891,Round of 32,5,10,Dudi Sela,sc56,dudi-sela,Rajeev Ram,r548,rajeev-ram,64 61,2,0,12,5,0,0,2013-891-sc56-r548
2013-891,Round of 32,5,11,Sergiy Stakhovsky,sc77,sergiy-stakhovsky,Ruben Bemelmans,be54,ruben-bemelmans,76(7) 76(5),2,0,14,12,2,0,2013-891-sc77-be54
2013-891,Round of 32,5,12,Cedrik-Marcel Stebe,sk94,cedrik-marcel-stebe,Igor Sijsling,sf36,igor-sijsling,64 64,2,0,12,8,0,0,2013-891-sk94-sf36
2013-891,3rd Round Qualifying,6,1,Ruben Bemelmans,be54,ruben-bemelmans,Filip Krajinovic,kb05,filip-krajinovic,64 62,2,0,12,6,0,0,2013-891-be54-kb05
2013-891,3rd Round Qualifying,6,2,Rajeev Ram,r548,rajeev-ram,Kenny De Schepper,d750,kenny-de-schepper,76(7) 46 61,2,1,17,13,1,0,2013-891-r548-d750
2013-891,3rd Round Qualifying,6,3,Cedrik-Marcel Stebe,sk94,cedrik-marcel-stebe,Andre Begemann,ba79,andre-begemann,64 75,2,0,13,9,0,0,2013-891-sk94-ba79
2013-891,3rd Round Qualifying,6,4,Prakash Amritraj,a487,prakash-amritraj,James Ward,w503,james-ward,57 64 64,2,1,17,15,0,0,2013-891-a487-w503
2013-891,2nd Round Qualifying,7,1,Ruben Bemelmans,be54,ruben-bemelmans,Vishnu Vardhan,v505,vishnu-vardhan,64 46 61,2,1,16,11,0,0,2013-891-be54-v505
2013-891,2nd Round Qualifying,7,2,Andre Begemann,ba79,andre-begemann,Philipp Petzschner,p624,philipp-petzschner,36 64 42 (RET),2,1,13,12,0,0,2013-891-ba79-p624
2013-891,2nd Round Qualifying,7,3,Kenny De Schepper,d750,kenny-de-schepper,N.Sriram Balaji,n558,nsriram-balaji,64 36 61,2,1,15,11,0,0,2013-891-d750-n558
2013-891,2nd Round Qualifying,7,4,Rajeev Ram,r548,rajeev-ram,Divij Sharan,sd46,divij-sharan,60 36 61,2,1,15,7,0,0,2013-891-r548-sd46
2013-891,2nd Round Qualifying,7,5,Cedrik-Marcel Stebe,sk94,cedrik-marcel-stebe,Vijayant Malik,mh48,vijayant-malik,26 64 75,2,1,15,15,0,0,2013-891-sk94-mh48
2013-891,2nd Round Qualifying,7,6,James Ward,w503,james-ward,Saketh Myneni,me64,saketh-myneni,36 63 64,2,1,15,13,0,0,2013-891-w503-me64
2013-891,2nd Round Qualifying,7,7,Prakash Amritraj,a487,prakash-amritraj,Theodoros Angelinos,a584,theodoros-angelinos,64 64,2,0,12,8,0,0,2013-891-a487-a584
2013-891,2nd Round Qualifying,7,8,Filip Krajinovic,kb05,filip-krajinovic,Sidharth Rawat,rb86,sidharth-rawat,63 62,2,0,12,5,0,0,2013-891-kb05-rb86
2013-891,1st Round Qualifying,8,1,Ruben Bemelmans,be54,ruben-bemelmans,Ajai Selvaraj,sf29,ajai-selvaraj,61 60,2,0,12,1,0,0,2013-891-be54-sf29
2013-891,1st Round Qualifying,8,2,Philipp Petzschner,p624,philipp-petzschner,Martin Emmrich,e223,martin-emmrich,62 76(4),2,0,13,8,1,0,2013-891-p624-e223
2013-891,1st Round Qualifying,8,3,Prakash Amritraj,a487,prakash-amritraj,Yuichi Sugita,se73,yuichi-sugita,64 36 63,2,1,15,13,0,0,2013-891-a487-se73
2013-891,1st Round Qualifying,8,4,Kenny De Schepper,d750,kenny-de-schepper,Arjun Kadhe,kd43,arjun-kadhe,61 62,2,0,12,3,0,0,2013-891-d750-kd43
2013-891,1st Round Qualifying,8,5,Rajeev Ram,r548,rajeev-ram,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,64 61,2,0,12,5,0,0,2013-891-r548-rb56
2013-891,1st Round Qualifying,8,6,Cedrik-Marcel Stebe,sk94,cedrik-marcel-stebe,Mirza Basic,be67,mirza-basic,46 64 64,2,1,16,14,0,0,2013-891-sk94-be67
2013-891,1st Round Qualifying,8,7,James Ward,w503,james-ward,Pierre-Hugues Herbert,h996,pierre-hugues-herbert,75 64,2,0,13,9,0,0,2013-891-w503-h996
2013-891,1st Round Qualifying,8,8,Filip Krajinovic,kb05,filip-krajinovic,Tsung-Hua Yang,t982,tsung-hua-yang,63 76(3),2,0,13,9,1,0,2013-891-kb05-t982
2013-891,1st Round Qualifying,8,9,Theodoros Angelinos,a584,theodoros-angelinos,Neeraj Elangovan,e832,neeraj-elangovan,62 60,2,0,12,2,0,0,2013-891-a584-e832
2013-891,1st Round Qualifying,8,10,N.Sriram Balaji,n558,nsriram-balaji,Elwin Antony,aa60,elwin-antony,63 64,2,0,12,7,0,0,2013-891-n558-aa60
2013-891,1st Round Qualifying,8,11,Andre Begemann,ba79,andre-begemann,Alexander Kudryavtsev,k596,alexander-kudryavtsev,76(3) 36 61,2,1,16,13,1,0,2013-891-ba79-k596
2013-891,1st Round Qualifying,8,12,Vijayant Malik,mh48,vijayant-malik,N Vijay Sundar Prashanth,pa97,n-vijay-sundar-prashanth,46 63 75,2,1,17,14,0,0,2013-891-mh48-pa97
2013-891,1st Round Qualifying,8,13,Saketh Myneni,me64,saketh-myneni,Mohit Mayur Jayaprakash,j465,mohit-mayur-jayaprakash,63 64,2,0,12,7,0,0,2013-891-me64-j465
2013-891,1st Round Qualifying,8,14,Sidharth Rawat,rb86,sidharth-rawat,Vignesh Peranamallur,pc36,vignesh-peranamallur,63 63,2,0,12,6,0,0,2013-891-rb86-pc36
2013-891,1st Round Qualifying,8,15,Divij Sharan,sd46,divij-sharan,Ashwin Vijayragavan,v619,ashwin-vijayragavan,75 63,2,0,13,8,0,0,2013-891-sd46-v619
2013-891,1st Round Qualifying,8,16,Vishnu Vardhan,v505,vishnu-vardhan,Sanam Singh,sg33,sanam-singh,67(3) 64 63,2,1,18,14,0,1,2013-891-v505-sg33
2013-451,Finals,1,1,Richard Gasquet,g628,richard-gasquet,Nikolay Davydenko,d402,nikolay-davydenko,36 76(4) 63,2,1,16,15,1,0,2013-451-g628-d402
2013-451,Semi-Finals,2,1,Nikolay Davydenko,d402,nikolay-davydenko,David Ferrer,f401,david-ferrer,62 63,2,0,12,5,0,0,2013-451-d402-f401
2013-451,Semi-Finals,2,2,Richard Gasquet,g628,richard-gasquet,Daniel Brands,bc72,daniel-brands,75 75,2,0,14,10,0,0,2013-451-g628-bc72
2013-451,Quarter-Finals,3,1,David Ferrer,f401,david-ferrer,Paolo Lorenzi,l503,paolo-lorenzi,63 60,2,0,12,3,0,0,2013-451-f401-l503
2013-451,Quarter-Finals,3,2,Richard Gasquet,g628,richard-gasquet,Lukas Lacko,l797,lukas-lacko,61 63,2,0,12,4,0,0,2013-451-g628-l797
2013-451,Quarter-Finals,3,3,Daniel Brands,bc72,daniel-brands,Gael Monfils,mc65,gael-monfils,61 75,2,0,13,6,0,0,2013-451-bc72-mc65
2013-451,Quarter-Finals,3,4,Nikolay Davydenko,d402,nikolay-davydenko,Simone Bolelli,ba98,simone-bolelli,61 61,2,0,12,2,0,0,2013-451-d402-ba98
2013-451,Round of 16,4,1,David Ferrer,f401,david-ferrer,Tobias Kamke,k839,tobias-kamke,63 62,2,0,12,5,0,0,2013-451-f401-k839
2013-451,Round of 16,4,2,Richard Gasquet,g628,richard-gasquet,Grega Zemlja,z189,grega-zemlja,67(7) 64 76(3),2,1,19,17,1,1,2013-451-g628-z189
2013-451,Round of 16,4,3,Gael Monfils,mc65,gael-monfils,Philipp Kohlschreiber,k435,philipp-kohlschreiber,64 26 64,2,1,14,14,0,0,2013-451-mc65-k435
2013-451,Round of 16,4,4,Nikolay Davydenko,d402,nikolay-davydenko,Mikhail Youzhny,y061,mikhail-youzhny,75 63,2,0,13,8,0,0,2013-451-d402-y061
2013-451,Round of 16,4,5,Lukas Lacko,l797,lukas-lacko,Viktor Troicki,t840,viktor-troicki,63 75,2,0,13,8,0,0,2013-451-l797-t840
2013-451,Round of 16,4,6,Simone Bolelli,ba98,simone-bolelli,Lukasz Kubot,k540,lukasz-kubot,26 64 64,2,1,14,14,0,0,2013-451-ba98-k540
2013-451,Round of 16,4,7,Daniel Brands,bc72,daniel-brands,Mohamed Safwat,sk47,mohamed-safwat,46 63 62,2,1,16,11,0,0,2013-451-bc72-sk47
2013-451,Round of 16,4,8,Paolo Lorenzi,l503,paolo-lorenzi,Lukas Rosol,r685,lukas-rosol,60 64,2,0,12,4,0,0,2013-451-l503-r685
2013-451,Round of 32,5,1,David Ferrer,f401,david-ferrer,Dustin Brown,ba65,dustin-brown,57 63 62,2,1,17,12,0,0,2013-451-f401-ba65
2013-451,Round of 32,5,2,Richard Gasquet,g628,richard-gasquet,Jan Hernych,h442,jan-hernych,63 64,2,0,12,7,0,0,2013-451-g628-h442
2013-451,Round of 32,5,3,Philipp Kohlschreiber,k435,philipp-kohlschreiber,Ivan Dodig,d646,ivan-dodig,76(5) 61,2,0,13,7,1,0,2013-451-k435-d646
2013-451,Round of 32,5,4,Mikhail Youzhny,y061,mikhail-youzhny,Benjamin Becker,b896,benjamin-becker,46 76(3) 61,2,1,17,13,1,0,2013-451-y061-b896
2013-451,Round of 32,5,5,Daniel Brands,bc72,daniel-brands,Jeremy Chardy,ca12,jeremy-chardy,64 64,2,0,12,8,0,0,2013-451-bc72-ca12
2013-451,Round of 32,5,6,Viktor Troicki,t840,viktor-troicki,Bjorn Phau,p436,bjorn-phau,63 36 64,2,1,15,13,0,0,2013-451-t840-p436
2013-451,Round of 32,5,7,Lukasz Kubot,k540,lukasz-kubot,Feliciano Lopez,l397,feliciano-lopez,64 62,2,0,12,6,0,0,2013-451-k540-l397
2013-451,Round of 32,5,8,Lukas Rosol,r685,lukas-rosol,Pablo Andujar,a596,pablo-andujar,62 76(2),2,0,13,8,1,0,2013-451-r685-a596
2013-451,Round of 32,5,9,Simone Bolelli,ba98,simone-bolelli,Daniel Gimeno-Traver,g676,daniel-gimeno-traver,63 67(3) 76(2),2,1,19,16,1,1,2013-451-ba98-g676
2013-451,Round of 32,5,10,Nikolay Davydenko,d402,nikolay-davydenko,Victor Hanescu,h528,victor-hanescu,62 63,2,0,12,5,0,0,2013-451-d402-h528
2013-451,Round of 32,5,11,Tobias Kamke,k839,tobias-kamke,Ruben Ramirez Hidalgo,r383,ruben-ramirez-hidalgo,61 62,2,0,12,3,0,0,2013-451-k839-r383
2013-451,Round of 32,5,12,Lukas Lacko,l797,lukas-lacko,Guillermo Garcia-Lopez,g476,guillermo-garcia-lopez,61 26 64,2,1,14,11,0,0,2013-451-l797-g476
2013-451,Round of 32,5,13,Paolo Lorenzi,l503,paolo-lorenzi,Albert Ramos-Vinolas,r772,albert-ramos-vinolas,76(4) 61,2,0,13,7,1,0,2013-451-l503-r772
2013-451,Round of 32,5,14,Gael Monfils,mc65,gael-monfils,Mousa Shanan Zayed,z367,mousa-shanan-zayed,60 63,2,0,12,3,0,0,2013-451-mc65-z367
2013-451,Round of 32,5,15,Mohamed Safwat,sk47,mohamed-safwat,Jabor Al-Mutawa,ac23,jabor-al-mutawa,60 60,2,0,12,0,0,0,2013-451-sk47-ac23
2013-451,Round of 32,5,16,Grega Zemlja,z189,grega-zemlja,Fabio Fognini,f510,fabio-fognini,62 36 64,2,1,15,12,0,0,2013-451-z189-f510
2013-451,3rd Round Qualifying,6,1,Tobias Kamke,k839,tobias-kamke,Matteo Viola,v490,matteo-viola,75 62,2,0,13,7,0,0,2013-451-k839-v490
2013-451,3rd Round Qualifying,6,2,Jan Hernych,h442,jan-hernych,Josselin Ouanna,o264,josselin-ouanna,61 64,2,0,12,5,0,0,2013-451-h442-o264
2013-451,3rd Round Qualifying,6,3,Dustin Brown,ba65,dustin-brown,Michael Berrer,b678,michael-berrer,62 26 64,2,1,14,12,0,0,2013-451-ba65-b678
2013-451,3rd Round Qualifying,6,4,Daniel Brands,bc72,daniel-brands,Daniel Munoz de la Nava,m915,daniel-munoz-de-la-nava,67(8) 64 75,2,1,19,16,0,1,2013-451-bc72-m915
2013-451,2nd Round Qualifying,7,1,Tobias Kamke,k839,tobias-kamke,Jan-Lennard Struff,sl28,jan-lennard-struff,62 64,2,0,12,6,0,0,2013-451-k839-sl28
2013-451,2nd Round Qualifying,7,2,Josselin Ouanna,o264,josselin-ouanna,Dusan Lajovic,l987,dusan-lajovic,61 57 64,2,1,17,12,0,0,2013-451-o264-l987
2013-451,2nd Round Qualifying,7,3,Matteo Viola,v490,matteo-viola,Mohammad Ghareeb,g531,mohammad-ghareeb,63 75,2,0,13,8,0,0,2013-451-v490-g531
2013-451,2nd Round Qualifying,7,4,Michael Berrer,b678,michael-berrer,Radu Albot,a829,radu-albot,62 63,2,0,12,5,0,0,2013-451-b678-a829
2013-451,2nd Round Qualifying,7,5,Jan Hernych,h442,jan-hernych,Marco Chiudinelli,c582,marco-chiudinelli,62 64,2,0,12,6,0,0,2013-451-h442-c582
2013-451,2nd Round Qualifying,7,6,Daniel Brands,bc72,daniel-brands,Marsel Ilhan,k771,marsel-ilhan,64 76(2),2,0,13,10,1,0,2013-451-bc72-k771
2013-451,2nd Round Qualifying,7,7,Dustin Brown,ba65,dustin-brown,Peter Gojowczyk,g967,peter-gojowczyk,61 67(6) 63,2,1,18,11,0,1,2013-451-ba65-g967
2013-451,2nd Round Qualifying,7,8,Daniel Munoz de la Nava,m915,daniel-munoz-de-la-nava,David Guez,g753,david-guez,62 61,2,0,12,3,0,0,2013-451-m915-g753
2013-451,1st Round Qualifying,8,1,Tobias Kamke,k839,tobias-kamke,Abdullah Maqdes,mb94,abdullah-maqdes,62 63,2,0,12,5,0,0,2013-451-k839-mb94
2013-451,1st Round Qualifying,8,2,Peter Gojowczyk,g967,peter-gojowczyk,Ivo Karlovic,k336,ivo-karlovic,64 76(5),2,0,13,10,1,0,2013-451-g967-k336
2013-451,1st Round Qualifying,8,3,Josselin Ouanna,o264,josselin-ouanna,Michael Yani,y070,michael-yani,64 64,2,0,12,8,0,0,2013-451-o264-y070
